iter	RMSE
208	4.847986424
209	4.846605876
210	4.845104178
211	4.843667352
212	4.839378259
213	4.836213413
214	4.831084781
215	4.828271368
216	4.824900348
217	4.822653509
218	4.820431357
219	4.817491093
220	4.814744137
221	4.811487638
222	4.808628571
223	4.806303418
224	4.805103604
225	4.802432963
226	4.800175971
227	4.797912
228	4.796619375
229	4.794138324
230	4.79112331
231	4.788800774
232	4.785776624
233	4.784286812
234	4.783125847
235	4.777195272
236	4.775531384
237	4.773012999
238	4.771008626
239	4.770751173
240	4.767835444
241	4.765185663
242	4.762603212
243	4.760451621
244	4.757853082
245	4.755157383
246	4.752371264
247	4.751030356
248	4.749356027
249	4.746024812
250	4.743297873
251	4.742136514
252	4.739763679
253	4.735774291
254	4.733129453
255	4.732838193
256	4.732590973
257	4.732351448
258	4.729642745
259	4.728400946
260	4.728137586
261	4.72623531
262	4.724902666
263	4.724648364
264	4.72214943
265	4.721115932
266	4.72087381
267	4.719224206
268	4.716950782
269	4.715577343
270	4.71395854
271	4.711183221
272	4.710481985
273	4.710295776
274	4.706601494
275	4.70502829
276	4.701389149
277	4.698777169
278	4.696601159
279	4.696375494
280	4.693863447
281	4.688896161
282	4.685376015
283	4.685140347
284	4.684908065
285	4.684739592
286	4.680834984
287	4.678458226
288	4.678320822
289	4.675864868
290	4.675195416
291	4.674985843
292	4.671815236
293	4.669192619
294	4.664991066
295	4.661575106
296	4.661362868
297	4.659437524
298	4.65924432
299	4.656832699
300	4.65453066
301	4.651934642
302	4.648416066
303	4.645241423
304	4.642045972
305	4.639987874
306	4.636438244
307	4.636236318
308	4.634175657
309	4.631610698
310	4.630306827
311	4.62888871
312	4.625888757
313	4.62569939
314	4.622974648
315	4.619314077
316	4.616869387
317	4.614370091
318	4.613784358
319	4.613216702
320	4.610005585
321	4.608831026
322	4.606559528
323	4.604834867
324	4.601223595
325	4.598278212
326	4.595448698
327	4.595312339
328	4.592551814
329	4.591187213
330	4.587297238
331	4.583328316
332	4.578397438
333	4.578222253
334	4.578116668
335	4.577948523
336	4.575851757
337	4.575687158
338	4.575523735
339	4.573135402
340	4.570838241
341	4.567563093
342	4.564823498
343	4.564085518
344	4.562151345
345	4.559517921
346	4.559442822
347	4.554780465
348	4.554056059
349	4.551307261
350	4.548958426
351	4.545307255
352	4.543809729
353	4.543658609
354	4.543519569
355	4.541439298
356	4.539293013
357	4.539149766
358	4.53625837
359	4.535529508
360	4.533423883
361	4.530387512
362	4.527832704
363	4.525283026
364	4.523910038
365	4.523815372
366	4.519974207
367	4.514451205
368	4.512450963
369	4.510026201
370	4.508818232
371	4.506409941
372	4.5045538
373	4.499932723
374	4.498848404
375	4.496984562
376	4.491266105
377	4.490912844
378	4.489992121
379	4.489348187
380	4.486712605
381	4.483209961
382	4.480930812
383	4.479352779
384	4.476538673
385	4.476190484
386	4.472348967
387	4.471975172
388	4.468647563
389	4.465812501
390	4.465262154
391	4.460895535
392	4.458781603
393	4.456849253
394	4.454392523
395	4.452147985
396	4.450419834
397	4.449832715
398	4.447991933
399	4.445869104
400	4.445812676
401	4.440682271
402	4.439361713
403	4.437590106
404	4.435255662
405	4.434223877
406	4.430221296
407	4.427875565
408	4.423989283
409	4.421905795
410	4.420436302
411	4.418723534
412	4.416743871
413	4.41253879
414	4.409215623
415	4.40890587
416	4.406243522
417	4.402220878
418	4.400376221
419	4.398163843
420	4.395014526
421	4.393365419
422	4.392544555
423	4.390735093
424	4.38852695
425	4.385521911
426	4.383408033
427	4.380277034
428	4.376545525
429	4.374334398
430	4.372685153
431	4.371338513
432	4.37079077
433	4.367352629
434	4.365870012
435	4.362753971
436	4.361294599
437	4.359830266
438	4.359706967
439	4.356869056
440	4.355964064
441	4.353864849
442	4.353378316
443	4.349919296
444	4.34863623
445	4.344117186
446	4.341410436
447	4.340484788
448	4.338415504
449	4.336082486
450	4.334404206
451	4.331727725
452	4.329368052
453	4.329065722
454	4.325986667
455	4.322342907
456	4.321029384
457	4.318831327
458	4.318078724
459	4.314520879
460	4.310967041
461	4.310906366
462	4.309802824
463	4.307994239
464	4.306300429
465	4.305092111
466	4.304510132
467	4.302576441
468	4.301698736
469	4.298568842
470	4.295090491
471	4.29222935
472	4.291456958
473	4.286784352
474	4.285795822
475	4.284636642
476	4.284541937
477	4.283078965
478	4.280636721
479	4.278461077
480	4.275591985
481	4.272496135
482	4.271929009
483	4.269051952
484	4.267005696
485	4.266937222
486	4.265950648
487	4.265841097
488	4.263795428
489	4.263039255
490	4.262287199
491	4.258326011
492	4.256636583
493	4.252390979
494	4.250740161
495	4.249531957
496	4.248069901
497	4.245395395
498	4.242008065
499	4.238875345
500	4.237329533
501	4.236212128
502	4.23505984
503	4.231963529
504	4.229737957
505	4.227498373
506	4.22611889
507	4.224822368
508	4.224211702
509	4.222679779
510	4.222278236
511	4.220563533
512	4.219561652
513	4.216168362
514	4.213072072
515	4.212840539
516	4.211220542
517	4.209722988
518	4.207515695
519	4.205003263
520	4.202151118
521	4.198944647
522	4.196000867
523	4.195118143
524	4.193391094
525	4.191534505
526	4.189193267
527	4.187627831
528	4.18598056
529	4.185708995
530	4.182897008
531	4.180325202
532	4.179912506
533	4.176949738
534	4.174476978
535	4.173129494
536	4.170813877
537	4.168642765
538	4.16560996
539	4.163917881
540	4.16258634
541	4.162043526
542	4.158801272
543	4.156337975
544	4.155080552
545	4.152391612
546	4.149735977
547	4.148271533
548	4.14755811
549	4.145542548
550	4.145048446
551	4.143118506
552	4.141426092
553	4.140171486
554	4.138082955
555	4.135544141
556	4.134717374
557	4.133868234
558	4.130810704
559	4.128613447
560	4.127362049
561	4.125509647
562	4.12446131
563	4.122647845
564	4.119582862
565	4.118421178
566	4.115558278
567	4.114187402
568	4.11259416
569	4.111127035
570	4.108969993
571	4.107138993
572	4.104929567
573	4.104499883
574	4.103452481
575	4.100642872
576	4.099327147
577	4.099024464
578	4.097421766
579	4.095012009
580	4.094810614
581	4.092748258
582	4.091385209
583	4.089758839
584	4.089665231
585	4.08930431
586	4.088674997
587	4.087002992
588	4.08522174
589	4.083953981
590	4.083060118
591	4.081491602
592	4.078805473
593	4.074539359
594	4.074197445
595	4.072999206
596	4.071592101
597	4.071115283
598	4.068102838
599	4.067151819
600	4.065422187
601	4.064048851
602	4.061561083
603	4.059972341
604	4.059736716
605	4.056351543
606	4.054667322
607	4.052994511
608	4.050620082
609	4.048672997
610	4.04486164
611	4.04249193
612	4.041513334
613	4.039363601
614	4.036274819
615	4.033176906
616	4.032064677
617	4.030122254
618	4.027449008
619	4.026196568
620	4.025122925
621	4.023254385
622	4.020976287
623	4.018410222
624	4.017614853
625	4.016326499
626	4.014622599
627	4.014133084
628	4.013306522
629	4.011785218
630	4.009539057
631	4.006426012
632	4.003398873
633	4.00180712
634	4.000457791
635	3.999125159
636	3.997745806
637	3.996365119
638	3.994022463
639	3.993154453
640	3.992736542
641	3.992107156
642	3.991148105
643	3.990811154
644	3.989783925
645	3.989310299
646	3.987471821
647	3.98533731
648	3.982977535
649	3.982597381
650	3.981031483
651	3.978359603
652	3.975645386
653	3.9752122
654	3.974481421
655	3.973326935
656	3.972341974
657	3.969811979
658	3.969129648
659	3.967897735
660	3.965688067
661	3.964934181
662	3.964034636
663	3.96361233
664	3.963411771
665	3.963221888
666	3.96301129
667	3.961038151
668	3.958146068
669	3.956580557
670	3.95325517
671	3.952825931
672	3.951332414
673	3.94875635
674	3.94581641
675	3.943038981
676	3.941001967
677	3.939219433
678	3.937601372
679	3.936269389
680	3.934566363
681	3.933763963
682	3.933247832
683	3.9313505
684	3.927963988
685	3.924627184
686	3.923373631
687	3.919834234
688	3.918563458
689	3.917739907
690	3.916680547
691	3.915244155
692	3.914137549
693	3.913344989
694	3.911045084
695	3.910345132
696	3.909901237
697	3.909453284
698	3.907583056
699	3.904905867
700	3.903639895
701	3.902536313
702	3.900641786
703	3.899975883
704	3.898385958
705	3.896707959
706	3.894681696
707	3.893170799
708	3.892335691
709	3.89041958
710	3.889209548
711	3.886819207
712	3.885208207
713	3.88294949
714	3.879588386
715	3.878438949
716	3.877631647
717	3.876425625
718	3.874203532
719	3.874072996
720	3.871990426
721	3.870693387
722	3.869238791
723	3.86883732
724	3.866683758
725	3.864247776
726	3.863652267
727	3.861848237
728	3.86116291
729	3.859582863
730	3.858251488
731	3.85563322
732	3.85541784
733	3.852913757
734	3.852100514
735	3.850857355
736	3.847101333
737	3.845742317
738	3.84468855
739	3.844542976
740	3.842636718
741	3.840791806
742	3.839420433
743	3.838871037
744	3.836461528
745	3.834609757
746	3.833831965
747	3.83141275
748	3.829885989
749	3.829170626
750	3.827918924
751	3.827814174
752	3.826498547
753	3.82466971
754	3.8226
755	3.821637102
756	3.82053833
757	3.818337953
758	3.817448828
759	3.817309635
760	3.815798004
761	3.814994936
762	3.814280428
763	3.811865444
764	3.810752725
765	3.810230809
766	3.809074054
767	3.808067495
768	3.805284985
769	3.803462412
770	3.802468044
771	3.801572029
772	3.80060292
773	3.79991925
774	3.799019553
775	3.798580942
776	3.79786203
777	3.795544216
778	3.794620816
779	3.793146308
780	3.791809238
781	3.790375603
782	3.789562684
783	3.787664297
784	3.78652816
785	3.784698469
786	3.78199829
787	3.781106423
788	3.778599991
789	3.777415136
790	3.775734557
791	3.775049285
792	3.773428337
793	3.772558893
794	3.770619365
795	3.770499418
796	3.768813751
797	3.768522548
798	3.76822079
799	3.766869705
800	3.765670429
801	3.764574766
802	3.763056644
803	3.762243078
804	3.760836133
805	3.759477426
806	3.756924105
807	3.755044328
808	3.754253598
809	3.7531947
810	3.752065441
811	3.751236871
812	3.749398691
813	3.748284333
814	3.74648317
815	3.745527648
816	3.744435927
817	3.741992399
818	3.74016674
819	3.740063492
820	3.737963345
821	3.737801411
822	3.737060254
823	3.736899101
824	3.736678274
825	3.736229203
826	3.736080011
827	3.735382193
828	3.734012358
829	3.732907746
830	3.732704173
831	3.731095574
832	3.730520488
833	3.727957437
834	3.727510159
835	3.725888672
836	3.723778028
837	3.72058639
838	3.719725711
839	3.719124437
840	3.716429049
841	3.715967061
842	3.714193357
843	3.712951232
844	3.712560957
845	3.710924931
846	3.710833511
847	3.710108994
848	3.708294867
849	3.706868568
850	3.706072898
851	3.704911594
852	3.702129025
853	3.701901895
854	3.700490125
855	3.69958213
856	3.698795348
857	3.696391818
858	3.695264404
859	3.694916233
860	3.694531269
861	3.693507539
862	3.692604034
863	3.689920341
864	3.688316647
865	3.686504155
866	3.685013928
867	3.683240834
868	3.680602125
869	3.679585871
870	3.678489733
871	3.676528048
872	3.676008892
873	3.67504327
874	3.673886059
875	3.673550277
876	3.671391478
877	3.671022079
878	3.668034838
879	3.665965473
880	3.665539566
881	3.663093685
882	3.661191227
883	3.65942089
884	3.658625699
885	3.658262074
886	3.658203203
887	3.657754762
888	3.656777142
889	3.656131686
890	3.655432457
891	3.65466106
892	3.653234508
893	3.653170073
894	3.650702869
895	3.650051955
896	3.649808619
897	3.648435321
898	3.646087167
899	3.643784804
900	3.64359749
901	3.642074656
902	3.641029467
903	3.639193052
904	3.636743277
905	3.635813348
906	3.63331858
907	3.632879582
908	3.632411313
909	3.629362783
910	3.62820542
911	3.627809435
912	3.626721508
913	3.624517563
914	3.623741532
915	3.622656192
916	3.620151502
917	3.619925815
918	3.617946603
919	3.617424523
920	3.6169993
921	3.615458605
922	3.612834944
923	3.612324666
924	3.612006129
925	3.611089969
926	3.609874909
927	3.609015076
928	3.608201116
929	3.607378312
930	3.605626639
931	3.604087997
932	3.603564215
933	3.60263657
934	3.599876563
935	3.59775216
936	3.596882785
937	3.59523269
938	3.594205788
939	3.592179556
940	3.591520961
941	3.589597744
942	3.588484929
943	3.587329533
944	3.584723265
945	3.58385918
946	3.581596673
947	3.581557088
948	3.580233658
949	3.579230563
950	3.578041095
951	3.57755783
952	3.577482839
953	3.574772437
954	3.573888707
955	3.571308302
956	3.569776224
957	3.568650497
958	3.566289514
959	3.565713141
960	3.56476719
961	3.562604357
962	3.562252431
963	3.560462954
964	3.560428312
965	3.559494015
966	3.557457022
967	3.555925991
968	3.553348355
969	3.552131206
970	3.551152079
971	3.549911743
972	3.548898373
973	3.548057915
974	3.547606588
975	3.547228052
976	3.544882298
977	3.544149848
978	3.543068739
979	3.542162389
980	3.541202425
981	3.540712644
982	3.539166984
983	3.537600037
984	3.537563978
985	3.536937096
986	3.5362219
987	3.534760846
988	3.534373769
989	3.534099435
990	3.532826478
991	3.531913189
992	3.530011381
993	3.528966498
994	3.528152241
995	3.527631511
996	3.526792145
997	3.524406587
998	3.523417121
999	3.523023016
